,user,input_code,model_a,model_b,winner,is_strong,juiceOptions,juiceOtherReason
1203,67c1ca05922b398e5b520dbf,9_miranda_0_95_95_sample_5_0313-0664,ConvoFusion_Mismatched,ConvoFusion,model_a,True,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
1204,67c1ca05922b398e5b520dbf,11_nidal_0_81_81_sample_4_0347-0683,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_a,True,"[""BetterFitForEmotion""]",
1205,67c1ca05922b398e5b520dbf,6_carla_0_87_87_sample_5_0351-0664,BEAT,BEAT_Mismatched,tie,False,{},
1206,67c1ca05922b398e5b520dbf,21_ayana_0_111_111_sample_2_1554-1864,HoloGest,HoloGest_Mismatched,tie,False,{},
1207,67c1ca05922b398e5b520dbf,23_hailing_0_95_95_sample_4_0354-0681,RAG-Gesture,RAG-Gesture_Mismatched,model_a,True,"[""BetterFitForEmotion"",""FitRhythmTiming"",""BetterMatchContentMeaning""]",
1208,67c1ca05922b398e5b520dbf,6_carla_0_73_73_sample_4_0358-0686,ConvoFusion,ConvoFusion_Mismatched,model_b,False,"[""FitRhythmTiming""]",
1209,67c1ca05922b398e5b520dbf,28_tiffnay_0_65_65_sample_4_0341-0666,BEAT,BEAT_Mismatched,tie,False,{},
1210,67c1ca05922b398e5b520dbf,17_itoi_0_65_65_sample_5_0284-0612,AMUSE_Mismatched,AMUSE,model_b,False,"[""FitRhythmTiming""]",
1211,67c1ca05922b398e5b520dbf,5_stewart_0_65_65_sample_2_0256-0569,HoloGest_Mismatched,HoloGest,model_b,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
1212,67c1ca05922b398e5b520dbf,17_itoi_0_2_2_sample_1_0356-0677,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,tie,False,{},
1213,67c1ca05922b398e5b520dbf,24_kexin_0_65_65_sample_4_0266-0626,SemanticGesticulator,SemanticGesticulator_Mismatched,model_a,False,"[""BetterFitForEmotion""]",
1214,67c1ca05922b398e5b520dbf,4_lawrence_0_65_65_sample_3_0322-0675,HoloGest,HoloGest_Mismatched,model_a,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
1215,67c1ca05922b398e5b520dbf,21_ayana_0_81_81_sample_1_0236-0585,AMUSE,AMUSE_Mismatched,model_a,False,"[""BetterMatchContentMeaning""]",
1216,67c1ca05922b398e5b520dbf,2_scott_0_2_2_sample_1_0246-0572,SemanticGesticulator,SemanticGesticulator_Mismatched,tie,False,{},
1217,67c1ca05922b398e5b520dbf,23_hailing_0_111_111_sample_2_0340-0691,RAG-Gesture_Mismatched,RAG-Gesture,model_a,False,"[""BetterFitForEmotion""]",
1218,67c1ca05922b398e5b520dbf,24_kexin_0_111_111_sample_5_0352-0696,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,model_a,False,"[""FitRhythmTiming""]",
1219,67c1ca05922b398e5b520dbf,21_ayana_0_81_81_sample_1_0236-0585,BEAT_Mismatched,BEAT,tie,False,{},
1220,67c1ca05922b398e5b520dbf,3_solomon_0_4_4_sample_3_0242-0526,ConvoFusion,ConvoFusion_Mismatched,model_b,False,"[""FitRhythmTiming""]",
1221,67c1ca05922b398e5b520dbf,6_carla_0_65_65_sample_2_0352-0655,RAG-Gesture_Mismatched,RAG-Gesture,tie,False,{},
1222,67c1ca05922b398e5b520dbf,20_li_0_95_95_sample_2_0344-0650,ConvoFusion_Mismatched,ConvoFusion,model_b,True,"[""EmphasizeCorrectParts"",""FitRhythmTiming"",""BetterFitForEmotion"",""BetterMatchContentMeaning""]",
1223,67c1ca05922b398e5b520dbf,1_wayne_0_65_65_sample_3_0295-0543,SemanticGesticulator,SemanticGesticulator_Mismatched,model_a,False,"[""BetterFitForEmotion""]",
1224,67c1ca05922b398e5b520dbf,16_jorge_0_103_103_sample_1_0351-0699,BEAT,BEAT_Mismatched,model_a,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
1225,682aec05c82b767d1285c655,18_daiki_0_81_81_sample_4_0277-0624,HoloGest_Mismatched,HoloGest,model_a,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
1226,682aec05c82b767d1285c655,27_yingqing_0_1_1_sample_3_0322-0620,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,model_a,True,"[""BetterFitForEmotion"",""BetterMatchContentMeaning""]",
1227,682aec05c82b767d1285c655,13_lu_0_103_103_sample_4_0344-0615,AMUSE_Mismatched,AMUSE,model_a,False,"[""BetterFitForEmotion"",""FitRhythmTiming""]",
1228,682aec05c82b767d1285c655,24_kexin_0_65_65_sample_4_0266-0626,ConvoFusion_Mismatched,ConvoFusion,model_b,False,"[""BetterMatchContentMeaning"",""BetterFitForEmotion"",""FitRhythmTiming""]",
1229,682aec05c82b767d1285c655,9_miranda_0_95_95_sample_5_0313-0664,SemanticGesticulator,SemanticGesticulator_Mismatched,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterFitForEmotion""]",
1230,682aec05c82b767d1285c655,15_carlos_0_111_111_sample_4_0350-0686,RAG-Gesture,RAG-Gesture_Mismatched,model_b,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
1231,682aec05c82b767d1285c655,16_jorge_0_2_2_sample_2_1164-1505,BEAT_Mismatched,BEAT,model_b,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
1232,682aec05c82b767d1285c655,2_scott_0_65_65_sample_1_0321-0678,HoloGest,HoloGest_Mismatched,model_a,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
1233,682aec05c82b767d1285c655,27_yingqing_0_1_1_sample_3_0322-0620,AMUSE,AMUSE_Mismatched,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
1234,682aec05c82b767d1285c655,9_miranda_0_73_73_sample_1_0265-0592,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
1235,682aec05c82b767d1285c655,27_yingqing_0_65_65_sample_5_0332-0690,AMUSE,AMUSE_Mismatched,model_a,False,"[""BetterMatchContentMeaning""]",
1236,682aec05c82b767d1285c655,2_scott_0_7_7_sample_5_0315-0666,BEAT_Mismatched,BEAT,model_b,False,"[""BetterMatchContentMeaning"",""BetterFitForEmotion"",""FitRhythmTiming""]",
1237,682aec05c82b767d1285c655,12_zhao_0_81_81_sample_3_0293-0613,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,model_b,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
1238,682aec05c82b767d1285c655,30_katya_0_111_111_sample_1_0316-0655,SemanticGesticulator,SemanticGesticulator_Mismatched,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterFitForEmotion""]",
1239,682aec05c82b767d1285c655,13_lu_0_103_103_sample_4_0344-0615,HoloGest_Mismatched,HoloGest,model_b,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
1240,682aec05c82b767d1285c655,3_solomon_0_5_5_sample_1_0299-0636,ConvoFusion,ConvoFusion_Mismatched,model_a,False,"[""BetterMatchContentMeaning""]",
1241,682aec05c82b767d1285c655,27_yingqing_0_103_103_sample_3_0324-0629,RAG-Gesture,RAG-Gesture_Mismatched,model_b,False,"[""FitRhythmTiming"",""BetterFitForEmotion""]",
1242,682aec05c82b767d1285c655,20_li_0_111_111_sample_1_0308-0647,ConvoFusion_Mismatched,ConvoFusion,model_a,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
1243,682aec05c82b767d1285c655,3_solomon_0_4_4_sample_3_0242-0526,AMUSE_Mismatched,AMUSE,model_b,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
1244,682aec05c82b767d1285c655,9_miranda_0_95_95_sample_5_0313-0664,HoloGest,HoloGest_Mismatched,model_b,False,"[""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
1245,682aec05c82b767d1285c655,17_itoi_0_65_65_sample_5_0284-0612,RAG-Gesture_Mismatched,RAG-Gesture,model_b,True,"[""FitRhythmTiming""]",
1246,682aec05c82b767d1285c655,9_miranda_0_95_95_sample_5_0313-0664,BEAT_Mismatched,BEAT,model_b,False,"[""FitRhythmTiming"",""BetterFitForEmotion""]",
1247,682aec05c82b767d1285c655,2_scott_0_7_7_sample_5_0315-0666,SemanticGesticulator,SemanticGesticulator_Mismatched,model_b,False,"[""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
1248,682aec05c82b767d1285c655,4_lawrence_0_95_95_sample_1_0330-0649,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,tie,False,[],
1249,682aec05c82b767d1285c655,16_jorge_0_1_1_sample_5_0316-0617,ConvoFusion,ConvoFusion_Mismatched,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
1250,60edb2213042be8b4c1363c2,9_miranda_0_87_87_sample_1_0397-0651,SemanticGesticulator_Mismatched,SemanticGesticulator,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
1251,60edb2213042be8b4c1363c2,13_lu_0_81_81_sample_5_0302-0634,RAG-Gesture,RAG-Gesture_Mismatched,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
1252,60edb2213042be8b4c1363c2,9_miranda_0_73_73_sample_1_0265-0592,HoloGest,HoloGest_Mismatched,model_a,True,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
1253,60edb2213042be8b4c1363c2,18_daiki_0_65_65_sample_3_0219-0575,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_a,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
1254,60edb2213042be8b4c1363c2,16_jorge_0_1_1_sample_5_0316-0617,AMUSE,AMUSE_Mismatched,tie,False,{},
1255,60edb2213042be8b4c1363c2,16_jorge_0_1_1_sample_5_0316-0617,BEAT_Mismatched,BEAT,tie,False,{},
1256,60edb2213042be8b4c1363c2,25_goto_0_95_95_sample_2_0349-0706,AMUSE_Mismatched,AMUSE,tie,False,{},
1257,60edb2213042be8b4c1363c2,12_zhao_0_103_103_sample_2_1787-2070,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,model_a,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
1258,60edb2213042be8b4c1363c2,21_ayana_0_111_111_sample_2_1554-1864,SemanticGesticulator_Mismatched,SemanticGesticulator,model_b,False,"[""FitRhythmTiming"",""BetterFitForEmotion""]",
1259,60edb2213042be8b4c1363c2,23_hailing_0_103_103_sample_1_0302-0604,ConvoFusion,ConvoFusion_Mismatched,model_a,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
1260,60edb2213042be8b4c1363c2,13_lu_0_73_73_sample_3_0299-0656,RAG-Gesture_Mismatched,RAG-Gesture,model_a,True,"[""FitRhythmTiming"",""BetterMatchContentMeaning"",""EmphasizeCorrectParts"",""BetterFitForEmotion""]",
1261,60edb2213042be8b4c1363c2,11_nidal_0_81_81_sample_4_0347-0683,BEAT,BEAT_Mismatched,model_a,False,"[""EmphasizeCorrectParts"",""FitRhythmTiming""]",
1262,60edb2213042be8b4c1363c2,23_hailing_0_81_81_sample_2_0278-0629,HoloGest,HoloGest_Mismatched,model_a,False,"[""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
1263,60edb2213042be8b4c1363c2,25_goto_0_111_111_sample_1_0326-0660,AMUSE_Mismatched,AMUSE,model_a,False,"[""FitRhythmTiming""]",
1264,60edb2213042be8b4c1363c2,17_itoi_0_2_2_sample_1_0356-0677,HoloGest_Mismatched,HoloGest,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
1265,60edb2213042be8b4c1363c2,22_luqi_0_103_103_sample_2_0339-0687,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,tie,False,{},
1266,60edb2213042be8b4c1363c2,18_daiki_0_111_111_sample_2_0331-0677,ConvoFusion,ConvoFusion_Mismatched,model_a,False,"[""FitRhythmTiming""]",
1267,60edb2213042be8b4c1363c2,2_scott_0_111_111_sample_4_0288-0582,SemanticGesticulator_Mismatched,SemanticGesticulator,model_a,False,"[""FitRhythmTiming""]",
1268,60edb2213042be8b4c1363c2,7_sophie_0_111_111_sample_4_0333-0613,BEAT_Mismatched,BEAT,model_b,False,"[""FitRhythmTiming""]",
1269,60edb2213042be8b4c1363c2,2_scott_0_2_2_sample_1_0246-0572,RAG-Gesture,RAG-Gesture_Mismatched,tie,False,{},
1270,60edb2213042be8b4c1363c2,15_carlos_0_87_87_sample_4_0346-0654,RAG-Gesture_Mismatched,RAG-Gesture,model_b,False,"[""EmphasizeCorrectParts"",""FitRhythmTiming""]",
1271,60edb2213042be8b4c1363c2,10_kieks_0_73_73_sample_2_0250-0590,HoloGest,HoloGest_Mismatched,model_a,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning"",""EmphasizeCorrectParts""]",
1272,60edb2213042be8b4c1363c2,1_wayne_0_3_3_sample_3_0264-0598,ConvoFusion_Mismatched,ConvoFusion,tie,False,{},
1273,60edb2213042be8b4c1363c2,25_goto_0_2_2_sample_3_0347-0675,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,tie,False,{},
1274,60edb2213042be8b4c1363c2,28_tiffnay_0_2_2_sample_3_0328-0581,AMUSE_Mismatched,AMUSE,model_b,False,"[""EmphasizeCorrectParts""]",
1275,5c5cad3e4ee81200018eafe2,20_li_0_95_95_sample_2_0344-0650,SemanticGesticulator,SemanticGesticulator_Mismatched,tie,False,{},
1276,5c5cad3e4ee81200018eafe2,20_li_0_1_1_sample_3_0285-0561,BEAT_Mismatched,BEAT,model_b,True,"[""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
1277,5c5cad3e4ee81200018eafe2,15_carlos_0_87_87_sample_4_0346-0654,SemanticGesticulator,SemanticGesticulator_Mismatched,model_a,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
1278,5c5cad3e4ee81200018eafe2,17_itoi_0_65_65_sample_5_0284-0612,BEAT_Mismatched,BEAT,tie,False,{},
1279,5c5cad3e4ee81200018eafe2,1_wayne_0_6_6_sample_5_0344-0618,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,model_a,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
1280,5c5cad3e4ee81200018eafe2,2_scott_0_87_87_sample_4_0319-0635,ConvoFusion_Mismatched,ConvoFusion,model_a,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
1281,5c5cad3e4ee81200018eafe2,30_katya_0_111_111_sample_1_0316-0655,AMUSE,AMUSE_Mismatched,model_b,False,"[""FitRhythmTiming"",""BetterFitForEmotion""]",
1282,5c5cad3e4ee81200018eafe2,12_zhao_0_87_87_sample_1_0295-0634,HoloGest,HoloGest_Mismatched,model_b,False,"[""BetterMatchContentMeaning"",""FitRhythmTiming""]",
1283,5c5cad3e4ee81200018eafe2,10_kieks_0_95_95_sample_3_0317-0645,RAG-Gesture_Mismatched,RAG-Gesture,model_b,False,"[""BetterFitForEmotion"",""BetterMatchContentMeaning""]",
1284,5c5cad3e4ee81200018eafe2,16_jorge_0_2_2_sample_2_1164-1505,SemanticGesticulator_Mismatched,SemanticGesticulator,tie,False,{},
1285,5c5cad3e4ee81200018eafe2,27_yingqing_0_73_73_sample_2_0337-0691,BEAT_Mismatched,BEAT,model_b,True,"[""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
1286,5c5cad3e4ee81200018eafe2,15_carlos_0_87_87_sample_4_0346-0654,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,model_a,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
1287,5c5cad3e4ee81200018eafe2,3_solomon_0_2_2_sample_1_0356-0701,ConvoFusion_Mismatched,ConvoFusion,model_b,False,"[""BetterMatchContentMeaning"",""FitRhythmTiming""]",
1288,5c5cad3e4ee81200018eafe2,5_stewart_0_8_8_sample_1_0283-0585,RAG-Gesture_Mismatched,RAG-Gesture,model_b,True,"[""EmphasizeCorrectParts"",""FitRhythmTiming""]",
1289,5c5cad3e4ee81200018eafe2,4_lawrence_0_81_81_sample_3_0348-0701,AMUSE_Mismatched,AMUSE,model_a,True,"[""BetterMatchContentMeaning"",""EmphasizeCorrectParts""]",
1290,5c5cad3e4ee81200018eafe2,2_scott_0_8_8_sample_3_0308-0599,HoloGest,HoloGest_Mismatched,model_b,True,"[""EmphasizeCorrectParts"",""FitRhythmTiming""]",
1291,5c5cad3e4ee81200018eafe2,6_carla_0_73_73_sample_4_0358-0686,SemanticGesticulator_Mismatched,SemanticGesticulator,model_a,True,"[""BetterFitForEmotion"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
1292,5c5cad3e4ee81200018eafe2,1_wayne_0_65_65_sample_3_0295-0543,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,tie,False,{},
1293,5c5cad3e4ee81200018eafe2,27_yingqing_0_1_1_sample_3_0322-0620,HoloGest,HoloGest_Mismatched,model_a,True,"[""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
1294,5c5cad3e4ee81200018eafe2,1_wayne_0_73_73_sample_4_0358-0696,AMUSE,AMUSE_Mismatched,model_b,False,"[""BetterMatchContentMeaning"",""FitRhythmTiming""]",
1295,5c5cad3e4ee81200018eafe2,24_kexin_0_65_65_sample_4_0266-0626,RAG-Gesture,RAG-Gesture_Mismatched,tie,False,[],
1296,5c5cad3e4ee81200018eafe2,2_scott_0_3_3_sample_2_0359-0591,ConvoFusion_Mismatched,ConvoFusion,model_a,False,"[""EmphasizeCorrectParts""]",
1297,5c5cad3e4ee81200018eafe2,11_nidal_0_3_3_sample_5_0254-0610,BEAT,BEAT_Mismatched,model_a,True,"[""EmphasizeCorrectParts"",""BetterFitForEmotion""]",
1298,5c5cad3e4ee81200018eafe2,3_solomon_0_2_2_sample_1_0356-0701,RAG-Gesture_Mismatched,RAG-Gesture,model_a,True,"[""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
1299,5c5cad3e4ee81200018eafe2,20_li_0_1_1_sample_3_0285-0561,ConvoFusion,ConvoFusion_Mismatched,model_a,False,"[""FitRhythmTiming""]",
1300,66735fc590d2b006289002b6,17_itoi_0_65_65_sample_5_0284-0612,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,tie,False,{},
1301,66735fc590d2b006289002b6,5_stewart_0_8_8_sample_1_0283-0585,HoloGest,HoloGest_Mismatched,model_a,False,"[""FitRhythmTiming""]",
1302,66735fc590d2b006289002b6,6_carla_0_65_65_sample_2_0352-0655,SemanticGesticulator_Mismatched,SemanticGesticulator,model_b,False,"[""EmphasizeCorrectParts""]",
1303,66735fc590d2b006289002b6,10_kieks_0_8_8_sample_2_0350-0622,BEAT,BEAT_Mismatched,model_a,True,"[""EmphasizeCorrectParts"",""BetterFitForEmotion""]",
1304,66735fc590d2b006289002b6,21_ayana_0_65_65_sample_3_0362-0652,AMUSE_Mismatched,AMUSE,tie,False,{},
1305,66735fc590d2b006289002b6,11_nidal_0_111_111_sample_5_0345-0647,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_b,False,"[""EmphasizeCorrectParts""]",
1306,66735fc590d2b006289002b6,21_ayana_0_65_65_sample_3_0362-0652,HoloGest_Mismatched,HoloGest,model_b,False,"[""EmphasizeCorrectParts"",""BetterFitForEmotion""]",
1307,66735fc590d2b006289002b6,9_miranda_0_73_73_sample_1_0265-0592,ConvoFusion_Mismatched,ConvoFusion,model_a,False,"[""EmphasizeCorrectParts""]",
1308,66735fc590d2b006289002b6,1_wayne_0_6_6_sample_5_0344-0618,BEAT_Mismatched,BEAT,model_a,False,"[""BetterFitForEmotion""]",
1309,66735fc590d2b006289002b6,11_nidal_0_111_111_sample_5_0345-0647,SemanticGesticulator,SemanticGesticulator_Mismatched,model_b,False,"[""BetterMatchContentMeaning""]",
1310,66735fc590d2b006289002b6,18_daiki_0_65_65_sample_3_0219-0575,AMUSE,AMUSE_Mismatched,model_a,True,"[""BetterMatchContentMeaning""]",
1311,66735fc590d2b006289002b6,22_luqi_0_95_95_sample_5_0353-0692,RAG-Gesture_Mismatched,RAG-Gesture,model_b,True,"[""BetterFitForEmotion""]",
1312,66735fc590d2b006289002b6,27_yingqing_0_65_65_sample_5_0332-0690,BEAT,BEAT_Mismatched,model_a,True,"[""BetterFitForEmotion""]",
1313,66735fc590d2b006289002b6,5_stewart_0_103_103_sample_5_0350-0625,HoloGest,HoloGest_Mismatched,model_a,False,"[""BetterFitForEmotion""]",
1314,66735fc590d2b006289002b6,9_miranda_0_87_87_sample_1_0397-0651,AMUSE_Mismatched,AMUSE,tie,False,{},
1315,66735fc590d2b006289002b6,21_ayana_0_81_81_sample_1_0236-0585,SemanticGesticulator,SemanticGesticulator_Mismatched,model_b,False,"[""BetterMatchContentMeaning""]",
1316,66735fc590d2b006289002b6,22_luqi_0_87_87_sample_2_0328-0681,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,model_a,False,"[""FitRhythmTiming""]",
1317,66735fc590d2b006289002b6,17_itoi_0_103_103_sample_3_0329-0679,RAG-Gesture,RAG-Gesture_Mismatched,model_a,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
1318,66735fc590d2b006289002b6,11_nidal_0_73_73_sample_3_0297-0649,ConvoFusion_Mismatched,ConvoFusion,model_b,False,"[""BetterMatchContentMeaning"",""SpeechOther""]","""I imagined an exhaust system more with these smaller hand gestures"""
1319,66735fc590d2b006289002b6,9_miranda_0_65_65_sample_2_0272-0629,BEAT_Mismatched,BEAT,tie,False,{},
1320,66735fc590d2b006289002b6,20_li_0_111_111_sample_1_0308-0647,AMUSE_Mismatched,AMUSE,model_b,False,"[""BetterMatchContentMeaning"",""EmphasizeCorrectParts""]",
1321,66735fc590d2b006289002b6,23_hailing_0_103_103_sample_1_0302-0604,RAG-Gesture_Mismatched,RAG-Gesture,model_b,False,"[""EmphasizeCorrectParts""]",
1322,66735fc590d2b006289002b6,13_lu_0_95_95_sample_5_0324-0566,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_b,True,"[""BetterFitForEmotion""]",
1323,66735fc590d2b006289002b6,21_ayana_0_103_103_sample_5_1967-2220,SemanticGesticulator,SemanticGesticulator_Mismatched,model_a,False,"[""BetterFitForEmotion""]",
1324,66735fc590d2b006289002b6,2_scott_0_111_111_sample_4_0288-0582,HoloGest,HoloGest_Mismatched,model_a,False,"[""EmphasizeCorrectParts""]",
1325,67e41073845419aa20c5dcfe,1_wayne_0_73_73_sample_4_0358-0696,ConvoFusion,ConvoFusion_Mismatched,model_a,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
1326,67e41073845419aa20c5dcfe,20_li_0_95_95_sample_2_0344-0650,RAG-Gesture_Mismatched,RAG-Gesture,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterFitForEmotion""]",
1327,67e41073845419aa20c5dcfe,27_yingqing_0_103_103_sample_3_0324-0629,AMUSE,AMUSE_Mismatched,model_b,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
1328,67e41073845419aa20c5dcfe,7_sophie_0_65_65_sample_2_0357-0705,BEAT,BEAT_Mismatched,model_a,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
1329,67e41073845419aa20c5dcfe,20_li_0_65_65_sample_4_0351-0701,ConvoFusion,ConvoFusion_Mismatched,tie,False,{},
1330,67e41073845419aa20c5dcfe,12_zhao_0_87_87_sample_1_0295-0634,SemanticGesticulator_Mismatched,SemanticGesticulator,model_b,False,"[""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""FitRhythmTiming""]",
1331,67e41073845419aa20c5dcfe,16_jorge_0_2_2_sample_2_1164-1505,HoloGest,HoloGest_Mismatched,model_a,True,"[""BetterFitForEmotion"",""FitRhythmTiming""]",
1332,67e41073845419aa20c5dcfe,5_stewart_0_7_7_sample_3_0293-0571,RAG-Gesture_Mismatched,RAG-Gesture,model_a,True,"[""BetterFitForEmotion"",""FitRhythmTiming"",""EmphasizeCorrectParts""]",
1333,67e41073845419aa20c5dcfe,13_lu_0_95_95_sample_5_0324-0566,ConvoFusion,ConvoFusion_Mismatched,model_a,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
1334,67e41073845419aa20c5dcfe,1_wayne_0_4_4_sample_1_0352-0692,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,model_a,True,"[""BetterFitForEmotion"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
1335,67e41073845419aa20c5dcfe,5_stewart_0_7_7_sample_3_0293-0571,SemanticGesticulator,SemanticGesticulator_Mismatched,model_b,True,"[""BetterMatchContentMeaning"",""EmphasizeCorrectParts""]",
1336,67e41073845419aa20c5dcfe,25_goto_0_81_81_sample_4_0645-0995,AMUSE,AMUSE_Mismatched,tie,False,{},
1337,67e41073845419aa20c5dcfe,9_miranda_0_73_73_sample_1_0265-0592,BEAT,BEAT_Mismatched,tie,False,{},
1338,67e41073845419aa20c5dcfe,24_kexin_0_65_65_sample_4_0266-0626,HoloGest_Mismatched,HoloGest,model_a,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
1339,67e41073845419aa20c5dcfe,18_daiki_0_81_81_sample_4_0277-0624,ConvoFusion_Mismatched,ConvoFusion,model_a,False,"[""BetterFitForEmotion"",""FitRhythmTiming"",""BetterMatchContentMeaning""]",
1340,67e41073845419aa20c5dcfe,4_lawrence_0_81_81_sample_3_0348-0701,BEAT,BEAT_Mismatched,tie,False,{},
1341,67e41073845419aa20c5dcfe,10_kieks_0_8_8_sample_2_0350-0622,AMUSE,AMUSE_Mismatched,model_b,False,"[""FitRhythmTiming"",""BetterFitForEmotion""]",
1342,67e41073845419aa20c5dcfe,22_luqi_0_73_73_sample_4_0346-0670,HoloGest_Mismatched,HoloGest,model_b,False,"[""BetterFitForEmotion"",""FitRhythmTiming""]",
1343,67e41073845419aa20c5dcfe,15_carlos_0_1_1_sample_5_0328-0688,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_b,True,"[""BetterFitForEmotion"",""EmphasizeCorrectParts"",""FitRhythmTiming""]",
1344,67e41073845419aa20c5dcfe,18_daiki_0_81_81_sample_4_0277-0624,SemanticGesticulator,SemanticGesticulator_Mismatched,tie,False,{},
1345,67e41073845419aa20c5dcfe,21_ayana_0_103_103_sample_5_1967-2220,RAG-Gesture_Mismatched,RAG-Gesture,model_a,True,"[""BetterFitForEmotion"",""BetterMatchContentMeaning"",""EmphasizeCorrectParts"",""FitRhythmTiming""]",
1346,67e41073845419aa20c5dcfe,6_carla_0_65_65_sample_2_0352-0655,BEAT_Mismatched,BEAT,model_b,True,"[""BetterMatchContentMeaning"",""BetterFitForEmotion"",""EmphasizeCorrectParts"",""FitRhythmTiming""]",
1347,67e41073845419aa20c5dcfe,11_nidal_0_111_111_sample_5_0345-0647,HoloGest,HoloGest_Mismatched,model_b,True,"[""EmphasizeCorrectParts"",""FitRhythmTiming""]",
